,0
813,12
814,12
815,12
816,12
817,12
818,12
819,12
820,12
821,12
822,12
823,12
824,12
825,12
826,12
827,12
828,12
829,12
830,12
831,12
832,12
833,12
834,12
835,12
836,13
837,13
838,13
839,13
840,13
841,13
842,13
843,13
844,13
845,13
846,13
847,13
848,13
849,13
850,13
851,13
852,13
853,13
854,13
855,13
856,13
857,13
858,13
859,13
860,13
861,13
862,13
863,13
864,13
865,13
866,13
867,13
868,13
869,13
870,13
871,13
872,13
873,13
874,13
875,13
876,13
877,13
878,13
879,14
880,14
881,14
882,14
883,14
884,14
885,14
886,14
887,14
888,14
889,14
890,14
891,14
892,14
893,14
894,14
895,14
896,14
897,14
898,14
899,14
900,14
901,14
902,14
903,14
904,14
905,14
906,14
907,14
908,14
909,14
910,14
911,14
912,14
913,14
914,14
915,14
916,14
917,14
918,14
919,14
920,14
921,14
922,14
923,14
924,14
925,14
926,14
927,14
928,14
929,14
930,14
931,14
932,14
933,14
934,14
935,14
936,14
937,14
938,14
939,14
940,14
941,14
942,14
943,14
944,14
945,14
946,14
947,14
948,14
949,14
950,14
951,14
952,14
953,14
954,14
955,14
956,14
957,15
958,15
959,15
960,15
961,15
962,15
963,15
964,15
965,15
966,15
967,15
968,15
969,15
970,15
971,15
972,15
973,15
974,15
975,15
976,15
977,15
978,15
979,15
980,15
981,15
982,15
983,15
984,15
985,15
986,15
987,15
988,15
989,15
990,15
991,15
992,15
993,15
994,15
995,15
996,15
997,15
998,15
999,15
1000,15
1001,15
1002,15
1003,15
1004,15
1005,15
1006,15
1007,15
1008,15
1009,15
1010,15
1011,15
1012,15
1013,15
1014,15
1015,15
1016,15
1017,15
1018,15
1019,15
1020,15
1021,15
1022,15
1023,15
1024,15
1025,15
1026,15
1027,15
1028,15
1029,15
1030,15
1031,15
1032,15
1033,15
1034,15
1035,15
1036,15
1037,15
1038,15
1039,15
1040,15
1041,15
1042,16
1043,16
1044,16
1045,16
1046,16
1047,16
1048,16
1049,16
1050,16
1051,16
1052,16
1053,16
1054,16
1055,16
1056,16
1057,16
1058,16
1059,16
1060,16
1061,16
1062,16
1063,16
1064,16
1065,16
1066,16
1067,16
1068,16
1069,16
1070,16
1071,16
1072,16
1073,16
1074,16
1075,16
1076,16
1077,16
1078,16
1079,16
1080,16
1081,16
1082,16
1083,16
1084,16
1085,16
1086,16
1087,16
1088,16
1089,16
1090,16
1091,16
1092,16
1093,16
1094,16
1095,16
1096,16
1097,16
1098,16
1099,16
1100,16
1101,16
1102,17
1103,17
1104,17
1105,17
1106,17
1107,17
1108,17
1109,17
1110,17
1111,17
1112,17
1113,17
1114,17
1115,17
1116,17
1117,17
1118,17
1119,17
1120,17
1121,17
1122,17
1123,17
1124,17
1125,17
1126,17
1127,17
1128,17
1129,17
1130,17
1131,17
1132,17
1133,17
1134,17
1135,17
1136,17
1137,17
1138,17
1139,17
1140,17
1141,17
1142,17
1143,17
1144,17
1145,17
1146,17
1147,17
1148,17
1149,17
1150,17
1151,17
1152,18
1153,18
1154,18
1155,18
1156,18
1157,18
1158,18
1159,18
1160,18
1161,18
1162,18
1163,18
1164,18
1165,18
1166,18
1167,18
1168,18
1169,18
1170,18
1171,18
1172,18
1173,18
1174,18
1175,18
1176,18
1177,18
1178,18
1179,18
1180,18
1181,18
1182,18
1183,18
1184,18
1185,18
1186,18
1187,18
1188,18
1189,18
1190,18
1191,18
1192,18
1193,18
1194,18
1195,18
1196,18
1197,18
1198,18
1199,18
1200,18
1201,18
1202,18
1203,18
1204,18
1205,18
1206,18
1207,18
1208,18
1209,18
1210,18
1211,18
1212,18
1213,18
1214,18
1215,18
1216,18
1217,18
1218,18
1219,18
1220,18
1221,18
1222,18
1223,18
1224,18
1225,18
1226,18
1227,18
1228,18
1229,18
1230,18
1231,18
1232,18
1233,18
1234,18
1235,18
1236,18
1237,18
1238,18
1239,18
1240,18
1241,18
1242,18
1243,18
1244,18
1245,18
1246,18
1247,18
1248,18
1249,18
1250,18
1251,19
1252,19
1253,19
1254,19
1255,19
1256,19
1257,19
1258,19
1259,19
1260,19
1261,19
1262,19
1263,19
1264,19
1265,19
1266,19
1267,19
1268,19
1269,19
1270,19
1271,19
1272,19
1273,19
1274,19
1275,19
1276,19
1277,19
1278,19
1279,19
1280,19
1281,19
1282,19
1283,19
1284,19
1285,19
1286,19
1287,19
1288,19
1289,19
1290,19
1291,19
1292,19
1293,19
1294,19
1295,19
1296,19
1297,19
1298,19
1299,19
1300,19
1301,19
1302,19
1303,19
1304,19
1305,19
1306,19
1307,19
1308,19
1309,19
1310,19
1311,19
1312,19
1313,19
1314,19
1315,19
1316,19
1317,19
1318,19
1319,19
1320,19
1321,19
1322,19
1323,19
1324,19
1325,19
1326,19
1327,19
1328,19
1329,19
1330,19
1331,19
1332,19
1333,19
1334,19
1335,19
1336,19
1337,19
1338,19
1339,19
1340,19
1341,19
1342,19
1343,19
1344,19
1345,19
1346,19
1347,20
1348,20
1349,20
1350,20
1351,20
1352,20
1353,20
1354,20
1355,20
1356,20
1357,20
1358,20
1359,20
1360,20
1361,20
1362,20
1363,20
1364,20
1365,20
1366,20
1367,20
1368,20
1369,20
1370,20
1371,20
1372,20
1373,20
1374,20
1375,20
1376,20
1377,20
1378,20
1379,20
1380,20
1381,20
1382,20
1383,20
1384,20
1385,20
1386,20
1387,20
1388,20
1389,20
1390,20
1391,20
1392,20
1393,20
1394,20
1395,20
1396,20
1397,20
1398,20
1399,20
1400,20
1401,20
1402,20
1403,20
1404,20
1405,20
1406,20
1407,20
1408,20
1409,20
1410,20
1411,20
1412,20
1413,20
1414,20
1415,20
1416,20
1417,20
1418,20
1419,20
1420,20
1421,20
1422,20
1423,20
1424,20
1425,21
1426,21
1427,21
1428,21
1429,21
1430,21
1431,21
1432,21
1433,21
1434,21
1435,21
1436,21
1437,21
1438,21
1439,21
1440,21
1441,21
1442,21
1443,21
1444,21
1445,21
1446,21
1447,21
1448,21
1449,21
1450,21
1451,21
1452,21
1453,21
1454,21
1455,22
1456,22
1457,22
1458,22
1459,22
1460,22
1461,22
1462,22
1463,22
1464,22
1465,22
1466,22
1467,22
1468,22
1469,22
1470,22
1471,22
1472,22
1473,22
1474,22
1475,22
1476,22
1477,22
1478,22
1479,22
1480,22
1481,22
1482,22
1483,22
1484,22
1485,22
1486,22
1487,22
1488,22
1489,22
1490,22
1491,22
1492,22
1493,22
1494,22
1495,22
1496,22
1497,22
1498,22
1499,22
1500,22
1501,22
1502,22
1503,22
1504,22
1505,22
1506,22
1507,22
1508,22
1509,22
1510,22
1511,22
1512,22
1513,22
1514,22
1515,22
1516,22
1517,22
1518,22
1519,22
1520,22
1521,22
1522,22
1523,22
1524,22
1525,22
1526,22
1527,22
1528,22
1529,22
1530,22
1531,22
1532,23
1533,23
1534,23
1535,23
1536,23
1537,23
1538,23
1539,23
1540,23
1541,23
1542,23
1543,23
1544,23
1545,23
1546,23
1547,23
1548,23
1549,23
1550,23
1551,23
1552,23
1553,23
1554,23
1555,23
1556,23
1557,23
1558,24
1559,24
1560,24
1561,24
1562,24
1563,24
1564,24
1565,24
1566,24
1567,24
1568,24
1569,24
1570,25
1571,25
1572,25
1573,25
1574,25
1575,25
1576,25
1577,25
1578,25
1579,25
1580,25
1581,25
1582,25
1583,25
1584,25
1585,25
1586,25
1587,25
1588,25
1589,25
1590,25
1591,25
1592,25
1593,25
1594,25
1595,25
1596,25
1597,25
1598,25
1599,25
1600,25
1601,25
1602,25
1603,25
1604,25
1605,25
1606,25
1607,25
1608,25
1609,25
1610,25
1611,25
1612,25
1613,25
1614,25
1615,25
1616,25
1617,25
1618,25
1619,25
1620,25
1621,25
1622,25
1623,25
1624,25
1625,25
1626,25
1627,25
1628,25
1629,25
1630,25
1631,25
1632,25
1633,25
1634,25
1635,25
1636,25
1637,25
1638,25
1639,25
1640,25
1641,25
1642,25
1643,25
1644,25
1645,25
1646,25
1647,25
1648,25
1649,25
1650,25
1651,25
1652,25
1653,26
1654,26
1655,26
1656,26
1657,26
1658,26
1659,26
1660,26
1661,26
1662,26
1663,26
1664,26
1665,26
1666,26
1667,26
1668,26
1669,26
1670,26
1671,26
1672,26
1673,26
1674,26
1675,26
1676,26
1677,26
1678,26
1679,26
1680,26
1681,26
1682,26
1683,26
1684,26
1685,26
1686,26
1687,26
1688,26
1689,26
1690,26
1691,26
1692,26
1693,26
1694,26
1695,26
1696,26
1697,26
1698,26
1699,26
1700,26
1701,26
1702,26
1703,26
1704,26
1705,26
1706,26
1707,26
1708,26
1709,26
1710,26
1711,26
1712,26
1713,26
1714,26
1715,26
1716,26
1717,26
1718,26
1719,26
1720,26
1721,26
1722,26
1723,26
1724,26
1725,26
1726,26
1727,26
1728,26
1729,26
1730,26
1731,26
1732,26
1733,26
1734,26
1735,26
1736,26
1737,26
1738,26
1739,26
1740,26
1741,26
1742,26
1743,26
1744,26
1745,26
1746,26
1747,26
1748,27
1749,27
1750,27
1751,27
1752,27
1753,27
1754,27
1755,27
1756,27
1757,27
1758,27
1759,27
1760,27
1761,27
1762,27
1763,27
1764,27
1765,27
1766,27
1767,27
1768,27
1769,27
1770,27
1771,27
1772,27
1773,27
1774,27
1775,27
1776,27
1777,27
1778,27
1779,27
1780,27
1781,27
1782,27
1783,27
1784,27
1785,27
1786,27
1787,27
1788,27
1789,27
1790,27
1791,27
1792,27
1793,27
1794,27
1795,27
1796,27
1797,27
1798,27
1799,27
1800,27
1801,27
1802,27
1803,27
1804,27
1805,27
1806,28
1807,28
1808,28
1809,28
1810,28
1811,28
1812,28
1813,28
1814,28
1815,28
1816,28
1817,28
1818,28
1819,28
1820,28
1821,28
1822,28
1823,28
1824,28
1825,28
1826,28
1827,28
1828,28
1829,28
1830,28
1831,28
1832,28
1833,28
1834,28
1835,28
1836,28
1837,28
1838,28
1839,28
1840,28
1841,28
1842,28
1843,28
1844,28
1845,28
1846,28
1847,28
1848,28
1849,28
1850,28
1851,28
1852,28
1853,28
1854,29
1855,29
1856,29
1857,29
1858,29
1859,29
1860,29
1861,29
1862,29
1863,29
1864,29
1865,29
1866,29
1867,29
1868,29
1869,29
1870,29
1871,29
1872,29
1873,29
1874,29
1875,29
1876,29
1877,29
1878,29
1879,29
1880,29
1881,29
1882,29
1883,29
1884,29
1885,29
1886,29
1887,29
1888,29
1889,29
1890,30
1891,30
1892,30
1893,30
1894,30
1895,30
1896,30
1897,30
1898,30
1899,30
1900,30
1901,30
1902,30
1903,30
1904,30
1905,30
1906,30
1907,30
1908,30
1909,30
1910,30
1911,30
1912,30
1913,30
1914,30
1915,30
1916,30
1917,30
1918,30
1919,30
1920,30
1921,30
1922,30
1923,30
1924,30
1925,30
1926,30
1927,30
1928,30
1929,30
1930,30
1931,30
1932,30
1933,30
1934,30
1935,31
1936,31
1937,31
1938,31
1939,31
1940,31
1941,31
1942,31
1943,31
1944,31
1945,31
1946,31
1947,31
1948,31
1949,31
1950,31
1951,31
1952,31
1953,31
1954,31
1955,31
1956,31
1957,31
1958,31
1959,31
1960,31
1961,31
1962,31
1963,31
1964,31
1965,32
1966,32
1967,32
1968,32
1969,32
1970,32
1971,32
1972,32
1973,32
1974,32
1975,32
1976,32
1977,32
1978,32
1979,32
1980,32
1981,32
1982,32
1983,32
1984,32
1985,32
1986,32
1987,32
1988,32
1989,32
1990,32
1991,32
1992,32
1993,32
1994,32
1995,32
1996,32
1997,32
1998,32
1999,32
2000,32
2001,32
2002,32
2003,32
2004,32
2005,32
2006,32
2007,32
2008,32
2009,32
2010,32
2011,32
2012,32
2013,32
2014,32
2015,32
2016,32
2017,32
2018,32
2019,32
2020,32
2021,33
2022,33
2023,33
2024,33
2025,33
2026,33
2027,33
2028,33
2029,33
2030,33
2031,33
2032,33
2033,33
2034,33
2035,33
2036,33
2037,33
2038,33
2039,33
2040,33
2041,33
2042,33
2043,33
2044,33
2045,33
2046,33
2047,33
2048,33
2049,33
2050,33
2051,33
2052,34
2053,34
2054,34
2055,34
2056,34
2057,34
2058,34
2059,34
2060,34
2061,34
2062,34
2063,34
2064,34
2065,34
2066,34
2067,34
2068,34
2069,34
2070,34
2071,34
2072,34
2073,34
2074,34
2075,34
2076,34
2077,34
2078,34
2079,34
2080,35
2081,35
2082,35
2083,35
2084,35
2085,35
2086,35
2087,35
2088,35
2089,35
2090,35
2091,35
2092,35
2093,35
2094,35
2095,35
2096,35
2097,35
2098,35
2099,35
2100,35
2101,35
2102,35
2103,35
2104,35
2105,35
2106,35
2107,35
2108,35
2109,35
2110,35
2111,35
2112,35
2113,35
2114,35
2115,35
2116,35
2117,35
2118,35
2119,35
2120,35
2121,35
2122,35
2123,35
2124,35
2125,35
2126,35
2127,35
2128,35
2129,35
2130,36
2131,36
2132,36
2133,36
2134,36
2135,36
2136,36
2137,36
2138,36
2139,36
2140,36
2141,36
2142,36
2143,36
2144,36
2145,36
2146,36
2147,36
2148,36
2149,36
2150,36
2151,36
2152,36
2153,36
2154,36
2155,36
2156,36
2157,36
2158,36
2159,36
2160,36
2161,36
2162,36
2163,36
2164,36
2165,36
2166,36
2167,36
2168,36
2169,36
2170,36
2171,36
2172,36
2173,36
2174,36
2175,36
2176,36
2177,36
2178,36
2179,36
2180,36
2181,36
2182,36
2183,36
2184,36
2185,36
2186,36
2187,36
2188,36
2189,36
2190,36
2191,36
2192,36
2193,36
2194,36
2195,36
2196,36
2197,36
2198,36
2199,36
2200,36
2201,36
2202,37
2203,37
2204,37
2205,37
2206,37
2207,37
2208,37
2209,37
2210,37
2211,37
2212,37
2213,37
2214,37
2215,37
2216,37
2217,37
2218,37
2219,37
2220,37
2221,37
2222,37
2223,37
2224,37
2225,37
2226,37
2227,37
2228,37
2229,37
2230,37
2231,37
2232,37
2233,37
2234,37
2235,37
2236,38
2237,38
2238,38
2239,38
2240,38
2241,38
2242,38
2243,38
2244,38
2245,38
2246,38
2247,38
2248,38
2249,38
2250,38
2251,38
2252,38
2253,38
2254,38
2255,38
2256,38
2257,38
2258,38
2259,38
2260,38
2261,38
2262,38
2263,38
2264,38
2265,38
2266,38
2267,38
2268,38
2269,38
2270,38
2271,39
2272,39
2273,39
2274,39
2275,39
2276,39
2277,39
2278,39
2279,39
2280,39
2281,39
2282,39
2283,39
2284,39
2285,39
2286,39
2287,39
2288,39
2289,39
2290,39
2291,39
2292,39
2293,39
2294,39
2295,39
2296,39
2297,39
2298,39
2299,39
2300,39
2301,39
2302,39
2303,39
2304,39
2305,40
2306,40
2307,40
2308,40
2309,40
2310,40
2311,40
2312,40
2313,40
2314,40
2315,40
2316,40
2317,40
2318,40
2319,40
2320,40
2321,40
2322,40
2323,40
2324,40
2325,40
2326,40
2327,40
2328,40
2329,41
2330,41
2331,41
2332,41
2333,41
2334,41
2335,41
2336,41
2337,41
2338,41
2339,41
2340,41
2341,41
2342,41
2343,41
2344,41
2345,41
2346,41
2347,41
2348,41
2349,41
2350,41
2351,41
2352,41
2353,41
2354,41
2355,41
2356,41
2357,41
2358,41
2359,41
2360,41
2361,41
2362,41
2363,41
2364,41
2365,41
2366,41
2367,41
2368,41
2369,41
2370,41
2371,41
2372,41
2373,41
2374,42
2375,42
2376,42
2377,42
2378,42
2379,42
2380,42
2381,42
2382,42
2383,42
2384,42
2385,42
2386,42
2387,42
2388,42
2389,42
2390,42
2391,42
2392,42
2393,42
2394,42
2395,42
2396,42
2397,42
2398,42
2399,42
2400,42
2401,42
2402,42
2403,42
2404,42
2405,42
2406,42
2407,42
2408,42
2409,42
2410,42
2411,42
2412,42
2413,42
2414,42
2415,42
2416,42
2417,42
2418,42
2419,42
2420,42
2421,42
2422,42
2423,42
2424,42
2425,43
2426,43
2427,43
2428,43
2429,43
2430,43
2431,43
2432,43
2433,43
2434,43
2435,43
2436,43
2437,43
2438,43
2439,43
2440,43
2441,43
2442,43
2443,43
2444,43
2445,43
2446,43
2447,43
2448,43
2449,43
2450,43
2451,43
2452,43
2453,43
2454,43
2455,43
2456,43
2457,43
2458,43
2459,43
2460,43
2461,43
2462,43
2463,43
2464,43
2465,43
2466,43
2467,43
2468,43
2469,43
2470,43
2471,43
2472,43
2473,43
2474,43
2475,43
2476,43
2477,43
2478,43
2479,43
2480,43
2481,43
2482,43
2483,43
2484,43
2485,43
2486,43
2487,43
2488,43
2489,43
2490,43
2491,43
2492,43
2493,43
2494,43
2495,43
2496,43
2497,43
2498,43
2499,43
2500,44
2501,44
2502,44
2503,44
2504,44
2505,44
2506,44
2507,44
2508,44
2509,44
2510,44
2511,44
2512,44
2513,44
2514,44
2515,44
2516,44
2517,44
2518,44
2519,44
2520,44
2521,44
2522,44
2523,44
2524,44
2525,44
2526,44
2527,44
2528,44
2529,44
2530,44
2531,44
2532,44
2533,44
2534,44
2535,44
2536,44
2537,45
2538,45
2539,45
2540,45
2541,45
2542,45
2543,45
2544,45
2545,45
2546,45
2547,45
2548,45
2549,45
2550,45
2551,45
2552,45
2553,45
2554,45
2555,45
2556,45
2557,45
2558,45
2559,45
2560,45
2561,45
2562,45
2563,45
2564,45
2565,45
2566,45
2567,45
2568,45
2569,45
2570,45
2571,45
2572,45
2573,45
2574,45
2575,45
2576,45
2577,45
2578,45
2579,45
2580,45
2581,45
2582,46
2583,46
2584,46
2585,46
2586,46
2587,46
2588,46
2589,46
2590,46
2591,46
2592,46
2593,46
2594,46
2595,46
2596,46
2597,46
2598,46
2599,46
2600,46
2601,46
2602,46
2603,46
2604,46
2605,46
2606,46
2607,46
2608,46
2609,46
2610,46
2611,46
2612,46
2613,46
2614,46
2615,46
2616,46
2617,46
2618,46
2619,46
2620,46
2621,46
2622,46
2623,46
2624,46
2625,47
2626,47
2627,47
2628,47
2629,47
2630,47
2631,47
2632,47
2633,47
2634,47
2635,47
2636,47
2637,47
2638,47
2639,47
2640,47
2641,47
2642,47
2643,47
2644,47
2645,47
2646,47
2647,47
2648,47
2649,47
2650,47
2651,47
2652,47
2653,47
2654,47
2655,47
2656,47
2657,47
2658,47
2659,47
2660,47
2661,47
2662,47
2663,47
2664,47
2665,47
2666,47
2667,47
2668,47
2669,47
2670,47
2671,47
2672,47
2673,47
2674,47
2675,47
2676,47
2677,47
2678,47
2679,47
2680,47
2681,47
2682,47
2683,47
2684,47
2685,47
2686,47
2687,48
2688,48
2689,48
2690,48
2691,48
2692,48
2693,48
2694,48
2695,48
2696,48
2697,48
2698,48
2699,48
2700,48
2701,48
2702,48
2703,48
2704,48
2705,48
2706,48
2707,48
2708,48
2709,48
2710,48
2711,48
2712,48
2713,48
2714,48
2715,48
2716,48
2717,48
2718,48
2719,48
2720,48
2721,48
2722,48
2723,48
2724,48
2725,48
2726,48
2727,48
2728,48
2729,48
2730,48
2731,48
2732,48
2733,48
2734,48
2735,48
2736,48
2737,48
2738,48
2739,48
2740,48
2741,48
2742,48
2743,48
2744,48
2745,48
2746,48
2747,48
2748,48
2749,48
2750,48
2751,48
2752,48
2753,48
2754,48
2755,48
2756,48
2757,48
2758,48
2759,48
2760,48
2761,48
2762,48
2763,49
2764,49
2765,49
2766,49
2767,49
2768,49
2769,49
2770,49
2771,49
2772,49
2773,49
2774,49
2775,49
2776,49
2777,49
2778,49
2779,49
2780,49
2781,49
2782,49
2783,49
2784,49
2785,49
2786,49
2787,49
2788,49
2789,49
2790,49
2791,49
2792,49
2793,49
2794,49
2795,49
2796,49
2797,49
2798,49
2799,49
2800,49
2801,49
2802,49
2803,49
2804,49
2805,49
2806,49
2807,49
2808,49
2809,49
2810,49
2811,49
2812,49
2813,49
2814,49
2815,49
2816,49
2817,49
2818,49
2819,49
2820,49
2821,49
2822,49
2823,49
2824,49
2825,49
2826,49
2827,49
2828,49
2829,49
2830,49
2831,49
2832,49
2833,49
2834,49
2835,49
2836,49
2837,49
2838,49
2839,49
2840,49
2841,49
2842,49
2843,50
2844,50
2845,50
2846,50
2847,50
2848,50
2849,50
2850,50
2851,50
2852,50
2853,50
2854,50
2855,50
2856,50
2857,50
2858,50
2859,50
2860,50
2861,50
2862,50
2863,50
2864,50
2865,50
2866,50
2867,50
2868,50
2869,50
2870,50
2871,50
2872,50
2873,50
2874,50
2875,50
2876,50
2877,50
2878,50
2879,50
2880,50
2881,50
2882,50
2883,50
2884,50
2885,50
2886,50
2887,50
2888,50
2889,50
2890,51
2891,51
2892,51
2893,51
2894,51
2895,51
2896,51
2897,51
2898,51
2899,51
2900,51
2901,51
2902,51
2903,51
2904,51
2905,51
2906,51
2907,51
2908,51
2909,51
2910,51
2911,51
2912,51
2913,51
2914,51
2915,51
2916,51
2917,51
2918,51
2919,51
2920,51
2921,51
2922,51
2923,51
2924,51
2925,51
2926,51
2927,51
2928,51
2929,51
2930,51
2931,51
2932,51
2933,51
2934,51
2935,51
2936,51
2937,51
2938,51
2939,52
2940,52
2941,52
2942,52
2943,52
2944,52
2945,52
2946,52
2947,52
2948,52
2949,52
2950,52
2951,52
2952,52
2953,52
2954,52
2955,52
2956,52
2957,52
2958,52
2959,52
2960,52
2961,52
2962,52
2963,52
2964,52
2965,52
2966,52
2967,52
2968,52
2969,52
2970,52
2971,52
2972,52
2973,52
2974,52
2975,52
2976,52
2977,52
2978,52
2979,52
2980,52
2981,52
2982,52
2983,53
2984,53
2985,53
2986,53
2987,53
2988,53
2989,53
2990,53
2991,53
2992,53
2993,53
2994,53
2995,53
2996,53
2997,53
